"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009117","BP","GO:0009117","nucleotide metabolic process","108/3047","393/15222",0.000189847160924296,0.000189847160924296,0.0139518392480055,"Gnai3/Dlat/Gmpr/Atp5pb/Hk2/Haao/Il4/Coasy/Gmpr2/Uck1/Tgfb1/Atp5d/Sult2b1/Impdh1/Ier3/Crot/Gcdh/Stat3/Eno2/Rab23/Map2k1/Nmrk2/Mlxipl/Insr/Adcy9/Cs/Ampd3/Atp5g1/Cbfa2t3/Epha2/Actn3/Pdk1/Mvd/Prkag3/Slc4a1/Aprt/Cnp/Bcl2l1/Rhoa/Tafazzin/Pdhx/Adssl1/Pgam1/Git1/Cad/Dguok/Slc25a13/Prpsap1/Ncf1/Adss/Atp5e/Nt5c3b/Acot8/Aldoc/Cacnb4/Pipox/Ada/Adora2b/Ncor1/Atp5g3/Acsl1/Pank3/Pdk4/Psen1/Enpp3/Nudt4/Igf1/Hkdc1/Ddit4/Dip2a/Hint1/Pfkl/Acsl6/Upp1/Adcy1/Guk1/Ogdh/Pgam2/Prpsap2/Acaca/Shmt1/Nampt/Nt5c1b/Cmpk2/Rrm2/Adcy3/Dld/Nt5c/Galk1/Nos2/Nme2/Gucy2e/Pfas/Acly/Dcakd/Mthfd1/Hif1a/Pfkp/Acot2/Acot3/Entpd5/Esrrb/Prxl2c/Adcy2/Acot12/Mccc2/Hmgcr/Pde4d",108
"GO:0015749","BP","GO:0015749","monosaccharide transmembrane transport","37/3047","105/15222",0.000191277909142489,0.000191277909142489,0.0139518392480055,"Ins2/Hk2/Akt1/Braf/Tsc2/Slc2a3/Akt2/Sh2b2/Slc1a2/Slc2a9/Insr/Inpp5k/Met/Slc5a1/Pea15a/Clip3/Yes1/Nfe2l2/Erbb3/Slc2a4/Aoc3/Esr1/Ahi1/Igf1/Grb10/Osbpl8/Slc5a4b/Appl2/Rps6kb1/Stxbp4/Ace/Gh/Edn1/Drd1/Rasa1/Tert/Ocln",37
"GO:0080164","BP","GO:0080164","regulation of nitric oxide metabolic process","25/3047","62/15222",0.000192519792975272,0.000192519792975272,0.0139518392480055,"Itgb2/Oprm1/Il4/Acp5/Akt1/Rac1/Cd36/Klf4/Akt2/Insr/Mmp8/Trpv1/Epor/Sod2/Ddah2/Cav1/Khsrp/Dynll1/H2-M3/Cd34/Esr1/Igf1/Mapk9/Rock2/Hsp90aa1",25
"GO:0001890","BP","GO:0001890","placenta development","47/3047","143/15222",0.000194956319361644,0.000194956319361644,0.0139748437162551,"Cdh1/Pparg/Pdgfb/Dnmt3l/Sp1/Dlx3/Akt1/Rtcb/Vwf/Ppard/Cdkn1b/Map2k1/Trim28/Htra1/Epor/Tcf23/Arid1a/Bmp7/Ascl2/Met/Plcd1/Phlda2/Wnt2/Dedd/Map3k4/Tppp3/Gata2/Arnt/Rxra/Ada/Med1/Stk4/Csf2/Hey2/Rspo3/Egfr/E2f7/Ggnbp2/Ncoa1/Llgl2/Krt19/Plcd3/Hif1a/Zfp36l1/Esrrb/Vash1/Ctsl",47
"GO:0072593","BP","GO:0072593","reactive oxygen species metabolic process","64/3047","211/15222",0.000220549018956326,0.000220549018956326,0.01554977312126,"Gnai3/Ngfr/Itgb2/Pdgfb/Hk2/Il4/Acp5/Foxm1/Akt1/Tgfb1/Cd36/Hbp1/Ier3/Nqo1/Stat3/Pax2/Clcn3/Prdx2/Insr/Mmp8/Ctns/Atp5g1/Cyba/Sod2/Rhoa/Mpo/Met/Bcr/Tusc2/Plin5/Sirt2/Cybb/Ager/Nfe2l2/Ncf1/Il19/Brca1/Gpx3/Mapt/Aatf/Noxo1/Pdk4/Fyn/Ccn2/Sirt1/Ddit4/Txnrd1/Hbq1a/Vdac1/Tpo/Pxdn/Acox1/Nos2/Esr2/Hif1a/Arg2/Fbln5/Tfap2a/Edn1/Ripk1/Syk/Fancc/F2rl1/Dhfr",64
"GO:0019902","MF","GO:0019902","phosphatase binding","63/3047","207/15222",0.000221643214641424,0.000221643214641424,0.01554977312126,"Fer/Cdh1/Lck/Pparg/Fmr1/Dlg3/Smg5/Jup/Akt1/Stat6/Vrk3/Tsc2/Slc9a3r2/Gtf2f1/Map2k7/Cdkn1b/Sh3gl1/Mast2/Stat3/Cacna1b/Ppp1cc/Gab2/Cd33/Insr/Ctnnb1/Met/Kcnq1/Sptbn4/Nol3/Fcrls/Kif3a/Mtmr4/Mapt/Akap1/Styxl1/Snx3/Cry1/Hsp90b1/Tbk1/Egfr/Cabin1/Ppp2ca/Flt4/Rack1/Pdlim4/Rps6kb1/Sh3yl1/Cdc27/Pecam1/Slc9a3r1/Cpd/Ywhae/Dlg4/Kat2a/Strn3/Akap5/Traf3/Syk/Drd1/Slc6a3/Vcan/Hmgcr/Ap3b1",63
"GO:0042558","BP","GO:0042558","pteridine-containing compound metabolic process","14/3047","27/15222",0.000227446716394991,0.000227446716394991,0.0157889604234307,"Folh1/Folr1/Mthfd2/Fpgs/Sardh/Qdpr/Pipox/Pcbd1/Aldh1l2/Shmt1/Mthfd1/Mtr/Pcbd2/Dhfr",14
"GO:0035090","BP","GO:0035090","maintenance of apical/basal cell polarity","8/3047","11/15222",0.000235269175187382,0.000235269175187382,0.015995240179587,"Lhx2/Lin7b/Wdr1/Pdzd11/Wnt11/Lin7a/Llgl1/Slc9a3r1",8
"GO:2001054","BP","GO:2001054","negative regulation of mesenchymal cell apoptotic process","8/3047","11/15222",0.000235269175187382,0.000235269175187382,0.015995240179587,"Sox9/Shh/Pax2/Bmp7/Tbx1/Wt1/Hnf1b/Hif1a",8
"GO:0034219","BP","GO:0034219","carbohydrate transmembrane transport","37/3047","106/15222",0.000237919459982984,0.000237919459982984,0.0160103696755467,"Ins2/Hk2/Akt1/Braf/Tsc2/Slc2a3/Akt2/Sh2b2/Slc1a2/Slc2a9/Insr/Inpp5k/Met/Slc5a1/Pea15a/Clip3/Yes1/Nfe2l2/Erbb3/Slc2a4/Aoc3/Esr1/Ahi1/Igf1/Grb10/Osbpl8/Slc5a4b/Appl2/Rps6kb1/Stxbp4/Ace/Gh/Edn1/Drd1/Rasa1/Tert/Ocln",37
"GO:0031267","MF","GO:0031267","small GTPase binding","76/3047","261/15222",0.000252324216410067,0.000252324216410067,0.0168082000617657,"Ngfr/Fer/Xpo6/Pih1d2/Raf1/Tamalin/Ift20/Ocrl/Kpnb1/Rac1/Rab34/Ipo4/Ranbp3/Tsc2/Cse1l/Ranbp2/Dvl3/Bicd1/Map3k11/Coro1c/Pkn2/Myo9b/Map2k1/Pex5/Ndrg1/Prkaca/Pard6a/Lsm2/Cav1/Nutf2/Tnpo1/Rassf1/Pifo/Evi5/Evi5l/Git1/Tnpo3/Rbsn/Strip1/Abca1/Gdi1/Eps8/Tnfaip1/Rab11fip4/Birc5/Myo1c/Pfn1/Kif3a/Atp6ap1/Mical1/Wasf1/Srgap1/Appl2/Xpo1/Cyfip2/Npc1l1/Gria1/Llgl1/Rock2/Cyria/Gga3/Ankfy1/Rph3al/Dvl2/Strn3/Prkch/Trip11/Golga5/Net1/Gdi2/Cdc42bpb/Exoc2/Tbc1d7/Nup153/Rhobtb3/Iqgap2",76
"GO:0033157","BP","GO:0033157","regulation of intracellular protein transport","62/3047","204/15222",0.000258211452950695,0.000258211452950695,0.0170283658182748,"Cdh1/Tamalin/Pcnt/Jup/Smo/Emd/Bcap31/Bbc3/Tgfb1/Shh/Prkd1/Cd36/Cacnb3/Akt2/Rab23/4930550C14Rik/Prkaca/Trim28/Tpr/Inpp5k/Arpc2/Tek/Cdc42/Kif5b/Hspa1l/Derl3/Ube2g2/Dmap1/Hyal2/Chp1/Nol3/Nolc1/Gdi1/Brca1/Myo1c/Kif3a/Septin8/Akap1/Derl2/Tcaf3/Ndel1/Fis1/Snx3/Fyn/Cdk1/Psen1/Cep290/Sar1a/Mdm2/Xpo1/Erlec1/Ppp2ca/Sar1b/Xbp1/Srebf1/Dnajc27/Nf1/Ywhae/Vamp2/Akap5/Ppm1a/Gli3",62
"GO:0045165","BP","GO:0045165","cell fate commitment","71/3047","241/15222",0.000272377388263681,0.000272377388263681,0.0177847247261278,"Tbx2/Tbx4/Wnt3/Wnt9a/Pparg/Sox9/Loxl3/Il4/Tbx21/Nkx2-1/Smo/Foxn1/Stat6/Tead3/Braf/Tgfb1/Shh/Jag2/Dll3/Paf1/Stat3/Pax2/Ly9/Pax3/Mef2c/Ctr9/Gata6/Apc/Ihh/Cdc42/Ctnnb1/Tgfbr1/Rhoa/Tbx1/Myod1/Wnt3a/Prox1/Psen2/Wnt2/Nanog/Ehmt2/Myl2/Dll1/Gata2/Slamf6/Gata3/Wnt11/Wt1/Tbx5/Kdm6b/Wnt9b/Tbx3/Fkbp8/Hey2/Nr2e1/Psen1/Ascl1/Apc2/Tcf3/Id2/Rab10/Hnf1b/Foxg1/Vsx2/Gli3/Irf4/Edn1/Ror2/Ptch1/Ctsl/Smad5",71
"GO:0042326","BP","GO:0042326","negative regulation of phosphorylation","98/3047","354/15222",0.000277588807359861,0.000277588807359861,0.0179473052436484,"Pparg/Kat2b/Mapk7/Akt1/Chordc1/Pwp1/Fbxo7/Tsc2/Tgfb1/Apoe/Prkar2b/Cdkn1b/Ppp5c/Dusp3/Ier3/Bax/Stat3/Dnaja3/Ptpn6/Coro1c/Dgkq/Hspb1/Mlxipl/Insr/Pard6a/Tfap4/Apc/Inpp5k/Crkl/Cbfa2t3/Fbln1/Actn3/Slc4a1/Cav1/Bmp7/Dynll1/Nf2/Met/Hyal2/Nprl2/Psen2/Akt1s1/Git1/Acp4/Sh3bp5l/Pten/Chp1/Tsg101/Lrrk1/Sirt2/Cnksr3/Gadd45b/Ager/Prpsap1/Macroh2a1/Dbndd2/Mapt/Ncor1/Pip4k2b/Cdk5rap3/Sfrp5/Irf1/Arrb1/Fkbp8/Mical1/Tnfaip3/Pkib/Dusp6/Psen1/Igf1/Sirt1/Ddit4/Ptprb/Grb10/Adora2a/Irak3/Adarb1/Ppp2ca/Hspa4/Rack1/Ube2b/Igfbp3/Xbp1/Ggnbp2/Myocd/Cox11/Prkar1a/Nf1/Pecam1/Bdkrb2/Wars/Trim27/Sema4d/Gadd45g/Drd1/Ocln/Hmgcr/Pde4d",98
"GO:0045682","BP","GO:0045682","regulation of epidermis development","22/3047","53/15222",0.000281310385660763,0.000281310385660763,0.0180113394600376,"Tmem79/Ppard/Nab1/Sult2b1/Keap1/Cyp27b1/Dll1/Macroh2a1/Srsf6/Etv4/Med1/Krt10/Hey2/Macroh2a2/Rock2/Grhl1/Alox8/Sgpp1/Prkch/Zfp36l1/Sfrp4/Ptch1",22
"GO:0043161","BP","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","103/3047","376/15222",0.000299571613850983,0.000299571613850983,0.0186590960664903,"Gna12/Trim25/Rmnd5b/Kctd10/Araf/Fbxo9/Ube2c/Tbx21/Akt1/Bcap31/Psmc3/Clgn/Rmnd5a/Shh/Man1a/Rad23a/Calr/Cul3/Sgta/Jkamp/Ufd1/Ubqln1/Crbn/Psmd4/Cbfa2t3/Cdc20/Hfe/Usp19/Ctnnb1/Psmd2/Cav1/Ubqln4/Derl3/Ube2g2/Ppp2cb/Psen2/Ubxn11/Anapc1/Chfr/Dnajb9/Fbxw5/Sirt2/Rnf5/Nfe2l2/Ube2a/Foxred2/Kctd2/Kctd5/Tnfaip1/Ppp2r5c/Uchl5/Pmp22/Smurf2/Gid4/Derl2/Appbp2/Gabarap/Arrb1/Tmem129/Gipc1/Calr3/Psen1/Hsp90b1/Sirt1/Dnajb12/Peli1/Mdm2/Fzr1/Fbxw11/Xpo1/Cdc34/Erlec1/Mapk9/Canx/Rack1/Ube2b/Ascc2/Rnf185/Rnf187/Trib2/Ubxn2a/Rnf144a/Cdc27/Tlk2/Rffl/Psmc5/Psmd12/Sumo2/Ube2g1/Fbxl20/Sel1l/Klhdc2/Nemf/Trim9/Mta1/Psmc1/Atxn3/Asb2/Hecw1/Caml/Nkd2/Ercc8/Plk2",103
"GO:0017111","MF","GO:0017111","nucleoside-triphosphatase activity","122/3047","458/15222",0.000306574448293358,0.000306574448293358,0.0186590960664903,"Gnai3/Gna12/Rem1/Septin1/Rab5b/Spg7/Ddx3x/Rnd2/Cct3/Tubb6/Tubb5/Clpb/Septin7/Rac1/Rab34/Psmc3/Rhoc/Pex6/Rab8a/Atp5d/Abcf3/Rab3b/Kif20a/Kifc2/Ralb/Abca13/Myo9b/Rab23/Rab11a/Pex1/Trap1/Cdc42/Kif5b/Hspa1l/Atp1a2/Gtpbp3/Cct4/Rhoa/Ift22/Rab25/Rala/Gnat2/Dqx1/Vps4b/Kif19a/Rnf112/Gm266/Adssl1/Atad1/Kif1a/Entpd2/Abca1/Clpx/Hspa8/Atp5e/Tubb1/Eef1a2/Ift27/Rnd3/Atad5/Rhot1/Rab5a/Nkiras2/Rac3/Kif3a/Septin8/Abca5/Rab3d/Rab5c/Chtf18/Rab4a/Katna1/Rab32/Tube1/Septin10/Rhobtb1/Hbs1l/Hsp90b1/Sar1a/Rab21/Rab1a/Rab36/Nav3/Hspa4/Rad50/Sar1b/Drg1/Mtif2/Septin4/Tubd1/Myo19/Drg2/Gna13/Abca8b/Dnajc27/Kif3c/Rab10/Rasl10b/Cct6b/Psmc5/Rab37/Kif1c/Abcc3/Myh3/Eftud2/Rab15/Atl1/Gtpbp4/Psmc1/Tubal3/Abcd4/Mlh3/Hsp90aa1/Gng4/Kif13a/Wrnip1/Trip13/Tppp/Rhobtb3/Gfm2/Kif2a/Rab3c",122
"GO:0001938","BP","GO:0001938","positive regulation of endothelial cell proliferation","31/3047","85/15222",0.000307651467045963,0.000307651467045963,0.0186590960664903,"Cav2/Pdgfb/Acvrl1/Sp1/Akt1/Prkd1/Stat3/Stat5a/Pgf/Ccl24/Hmox1/Cyba/Cav1/Emc10/Prox1/Wnt2/Gata2/Plcg1/Adora2b/Mydgf/Akt3/Vip/Arg1/Igf1/Sirt1/Flt4/Itgb3/Nf1/Pdcd6/Aggf1/Thbs4",31
"GO:0032806","CC","GO:0032806","carboxy-terminal domain protein kinase complex","11/3047","19/15222",0.000308922583189318,0.000308922583189318,0.0186590960664903,"Gtf2h4/Cdk12/Gtf2h1/Cdk9/Ccnt1/Psmc5/Snw1/Mnat1/Ccnk/Ccnh/Gtf2h2",11
"GO:1902894","BP","GO:1902894","negative regulation of pri-miRNA transcription by RNA polymerase II","11/3047","19/15222",0.000308922583189318,0.000308922583189318,0.0186590960664903,"Pparg/Pdgfb/Sox9/Ppard/Tgfb1/Gata6/Tgfbr1/Nfib/Srf/Hdac2/Yy1",11
"GO:0043534","BP","GO:0043534","blood vessel endothelial cell migration","38/3047","111/15222",0.000309353944095421,0.000309353944095421,0.0186590960664903,"Alox12/Pparg/Pdgfb/Acvrl1/Sp1/Efnb2/Jup/Akt1/Tgfb1/Prkd1/Apoe/Klf4/Stat5a/Hdac9/Hspb1/Hmox1/Mef2c/Epha2/Rhoa/Hdac5/Amotl1/Gata2/Srf/Nfe2l2/Stard13/Plcg1/Cd40/Map2k3/Akt3/Nr2e1/Igf1/Sirt1/Map3k3/Nf1/Hif1a/Vash1/Gpld1/Plk2",38
"GO:0005938","CC","GO:0005938","cell cortex","78/3047","271/15222",0.000313690937708908,0.000313690937708908,0.0186590960664903,"Cdh1/Septin1/Hip1r/Rnd2/Septin7/Rac1/Emd/Rhoc/Daxx/Snx9/Tchp/Prkd1/Calb2/Ppfia3/Akt2/Myo9b/Map2k1/Wdr1/Pard6a/Pvalb/Apc/Crip2/Actn3/Nsmf/Stimate/Slc4a1/Hfe/Ctnnb1/Cav1/Rhoa/Nf2/Spire2/Psen2/Exoc3l2/Sptbn4/Trpv4/Actn1/Capza2/Eps8/Med28/Dstn/Ctsz/Rnd3/Rac3/Pfn1/Shroom1/Septin8/Dync1h1/Gipc1/Utrn/Septin10/Rhobtb1/Psen1/Epb41l2/Ccn2/Actr2/Cobl/Osbpl8/Sptbn1/Dbnl/Septin4/Llgl1/Pfn4/Pafah1b1/Itgb4/Llgl2/Exoc7/Nos2/Dlg4/Dvl2/Myh10/Krt19/Sptb/Exoc3l4/Tnfaip2/Exoc2/Hnrnpk/Rhobtb3",78
"GO:0050680","BP","GO:0050680","negative regulation of epithelial cell proliferation","44/3047","134/15222",0.000314062518788731,0.000314062518788731,0.0186590960664903,"Apoh/Cav2/Ngfr/Cdh1/Pparg/Acvrl1/Wdr77/Sox9/Krit1/Serpinf1/Hpn/Efnb2/Marveld3/Ppard/Tsc2/Tgfb1/Apoe/Cdkn1b/Stk11/Phb2/Il12b/Mef2c/Apc/Tinf2/Tgfbr1/Cav1/Nfib/Pten/Ager/Gata3/Sulf1/Etv4/Ift52/Med1/Sparc/Ptprk/Lims1/Nf1/Esr2/Sav1/Vash1/Prl/Ptch1/Ctsl",44
"GO:0016592","CC","GO:0016592","mediator complex","17/3047","37/15222",0.000326075964224519,0.000326075964224519,0.0188024188756435,"Med6/Med25/Med29/Med8/Cdk9/Med15/Med16/Med22/Med28/Med24/Med13l/Med1/Med11/Med23/Med7/Med31/Med10",17
"GO:0007569","BP","GO:0007569","cell aging","35/3047","100/15222",0.000326377675011339,0.000326377675011339,0.0188024188756435,"Tbx2/Mnt/Foxm1/Eef1e1/Spi1/Bcl2l12/Ercc1/Calr/Dnaja3/Map2k1/Rsl1d1/Cav1/Zmiz1/Pten/Srf/Abi3/Tbx3/Akt3/Fbxo5/Rwdd1/Cdk1/Nuak1/Sirt1/Fzr1/Zfp354a/Pnpt1/Nampt/Smc6/Id2/Map3k3/Ctc1/Arg2/Vash1/Tert/Plk2",35
"GO:0010827","BP","GO:0010827","regulation of glucose transmembrane transport","29/3047","78/15222",0.000326554987425627,0.000326554987425627,0.0188024188756435,"Hk2/Akt1/Braf/Akt2/Sh2b2/Slc1a2/Insr/Inpp5k/Met/Pea15a/Clip3/Yes1/Nfe2l2/Erbb3/Aoc3/Esr1/Ahi1/Igf1/Grb10/Osbpl8/Appl2/Rps6kb1/Stxbp4/Ace/Gh/Edn1/Rasa1/Tert/Ocln",29
"GO:0060090","MF","GO:0060090","molecular adaptor activity","87/3047","309/15222",0.000327879371454756,0.000327879371454756,0.0188024188756435,"Cav2/Septin1/Hip1r/Poldip2/Pcnt/Jup/Fbxo7/Septin7/Ap4e1/Rapsn/Use1/Slc9a3r2/Ykt6/Ap2a2/Pnkp/Klf4/Ap1m1/Dvl3/Dlgap1/Ap1m2/Bicd1/Ncstn/Ruvbl2/Stat3/Gab2/Map2k1/Sgta/Sh2b2/Napa/Crkl/Actn3/Stx1a/Homer1/Cav1/Tcap/Ap2s1/Cbx5/Snap47/Zmynd10/Stx5a/Gosr1/Nanog/Anapc1/Nolc1/Sash1/Hspa8/Aph1a/Eps8/Fcrls/Zc3h18/Crk/Ksr1/Septin8/Akap1/Appbp2/Wwc1/Arrb1/Pex3/Serinc1/Septin10/Stx7/Socs2/Frs2/Grb10/Hcn2/Rack1/Rad50/Nefh/Septin4/Itsn2/Gas2l2/Slc9a3r1/Spag9/Dvl2/Vamp2/Stx8/Gosr2/Ston2/Klhdc2/Akap5/Sav1/Vti1b/Golga5/Erg28/Nup153/Ippk/Pdcd6",87
"GO:0006809","BP","GO:0006809","nitric oxide biosynthetic process","27/3047","71/15222",0.000340028093743922,0.000340028093743922,0.0193309982514126,"Itgb2/Oprm1/Il4/Acp5/Akt1/Rac1/Cd36/Klf4/Akt2/Insr/Mmp8/Trpv1/Epor/Sod2/Ddah2/Cav1/Khsrp/Dynll1/H2-M3/Cd34/Cyb5r3/Esr1/Igf1/Mapk9/Rock2/Nos2/Hsp90aa1",27
"GO:0010742","BP","GO:0010742","macrophage derived foam cell differentiation","13/3047","25/15222",0.000367796018062732,0.000367796018062732,0.0205552368703213,"Pparg/Cd36/Hbp1/Csf1/Lpl/Abca5/Csf2/Mapk9/Apob/Itgb3/Alox8/Nfkbia/Prkch",13
"GO:0015740","BP","GO:0015740","C4-dicarboxylate transport","13/3047","25/15222",0.000367796018062732,0.000367796018062732,0.0205552368703213,"Slc13a2/Slc1a5/Slc25a18/Slc1a2/Slc1a3/Lrrc8a/Slc25a11/Slc25a13/Slc13a3/Slc25a22/Slc1a4/Slc13a5/Gfap",13
"GO:0046209","BP","GO:0046209","nitric oxide metabolic process","28/3047","75/15222",0.000379805357295525,0.000379805357295525,0.0208667398423314,"Itgb2/Oprm1/Il4/Acp5/Akt1/Rac1/Cd36/Klf4/Akt2/Por/Insr/Mmp8/Trpv1/Epor/Sod2/Ddah2/Cav1/Khsrp/Dynll1/H2-M3/Cd34/Cyb5r3/Esr1/Igf1/Mapk9/Rock2/Nos2/Hsp90aa1",28
"GO:0015556","MF","GO:0015556","C4-dicarboxylate transmembrane transporter activity","9/3047","14/15222",0.000381829161285491,0.000381829161285491,0.0208667398423314,"Slc13a2/Slc1a5/Slc25a18/Slc25a11/Slc25a13/Slc13a3/Slc25a22/Slc1a4/Slc13a5",9
"GO:0043536","BP","GO:0043536","positive regulation of blood vessel endothelial cell migration","22/3047","54/15222",0.000385854979732077,0.000385854979732077,0.0208667398423314,"Alox12/Pdgfb/Sp1/Akt1/Tgfb1/Prkd1/Stat5a/Hdac9/Hspb1/Hmox1/Amotl1/Gata2/Nfe2l2/Plcg1/Cd40/Map2k3/Akt3/Igf1/Sirt1/Map3k3/Hif1a/Plk2",22
"GO:0032386","BP","GO:0032386","regulation of intracellular transport","85/3047","302/15222",0.000386026360371302,0.000386026360371302,0.0208667398423314,"Cdh1/Tamalin/Sec24b/Pcnt/Jup/Smo/Nup214/Emd/Bcap31/Supt6/Spag5/Bbc3/Use1/Tgfb1/Akap8l/Shh/Prkd1/Cd36/Stk11/Cacnb3/Ier3/Akt2/Ppp1cc/Rab23/Map2k1/4930550C14Rik/Prkaca/Trim28/Tpr/Inpp5k/Arpc2/Tek/Cdc42/Kif5b/Hap1/Hspa1l/Derl3/Ube2g2/Dmap1/Hyal2/Dynlt2b/Chp1/Nol3/Nolc1/Map2/Gdi1/Brca1/Myo1c/Kif3a/Septin8/Mapt/Akap1/Derl2/Tcaf3/Dync1h1/Ndel1/Fis1/Snx3/Fyn/Ppp1r12a/Mrln/Cdk1/Psen1/Cep290/Sar1a/Rab21/Mdm2/Xpo1/Erlec1/Ppp2ca/Sar1b/Nefh/Xbp1/Srebf1/Dnajc27/Nf1/Ywhae/Vamp2/Scfd1/Akap5/Ppm1a/Nrde2/Gli3/Nup153/Nsun2",85
"GO:0042542","BP","GO:0042542","response to hydrogen peroxide","39/3047","116/15222",0.000394213714834111,0.000394213714834111,0.0209656105554814,"Lck/Mapk7/Akr1b3/Fbxo7/Stat6/Axl/Nqo1/Psap/Pax2/Aqp1/Mapk13/Hmox1/Trap1/Epor/Slc4a1/Sod2/Trpm2/Met/Ppp2cb/Rnf112/Nol3/Endog/Nfe2l2/Crk/Glrx2/Kdm6b/Pcgf2/Mb/Hdac2/Fyn/Tnfaip3/Sirt1/Rack1/Pld2/Ngb/Net1/Edn1/Ripk1/Glrx",39
"GO:0045807","BP","GO:0045807","positive regulation of endocytosis","39/3047","116/15222",0.000394213714834111,0.000394213714834111,0.0209656105554814,"Pparg/Fmr1/Il4/Hip1r/Axl/Cd36/Apoe/Sh3gl1/Bicd1/Abca13/Insr/Hfe/Cdc42/Cav1/Bcl2l1/Wnt3a/Atad1/Clip3/Tsg101/Dll1/Gata2/Ager/Itga2/Fcgr1/Lbp/Vtn/Kif3a/Arrb1/Ahi1/Rab21/Appl2/Cbll1/Ankfy1/Pld2/Amph/Sfrp4/Syk/Hnrnpk/F2rl1",39
"GO:0006520","BP","GO:0006520","cellular amino acid metabolic process","68/3047","232/15222",0.000424343308488161,0.000424343308488161,0.0221489381084689,"Th/Pemt/Haao/Slc7a7/Ftcd/Srr/Hars/Gnmt/Prodh/Farsa/Wars2/Plod3/Mri1/Slc1a3/Apc/Tyrp1/Ggt5/Ggt1/Gcat/Tph2/Vars/Ddah2/Hmgcll1/Fpgs/Sardh/Cars/Apip/Adssl1/Odc1/Cad/Qdpr/Amdhd1/Adss/Pipox/Tha1/Afmid/Rars/Nars2/Dalrd3/Hars2/Dpep1/Iyd/Pcmt1/Qrsl1/Arg1/Hal/Pah/Pcbd1/Gamt/Ddc/Txnrd1/Gfpt2/Shmt1/Adi1/Nos2/Blmh/Pfas/Gstz1/Mthfd1/Arg2/Dglucy/Aldh6a1/Wars/Mtr/Fars2/Auh/Mccc2/Dhfr",68
"GO:0060562","BP","GO:0060562","epithelial tube morphogenesis","98/3047","358/15222",0.000425490696115686,0.000425490696115686,0.0221489381084689,"Tbx2/Lhx2/Alox12/Ccm2/Acvrl1/Sox9/Mmp14/Sec24b/Luzp1/Rarg/Efnb2/Irx2/Tulp3/Brpf1/Smo/Folr1/Tsc2/Tgfb1/Shh/Pspn/Dvl3/Ddr1/Pax2/Phb2/Rab23/Pgf/Pax3/Prkacb/Cd44/Prkaca/Mef2c/Tek/Epha2/Ihh/Ctnnb1/Rhoa/Tcap/Arid1a/Fzd3/Hdac5/Rala/Bmp7/Tbx1/Met/Wnt3a/Wnt2/Fuz/Etv5/Aldh1a2/Klhl3/Cluap1/Csf1/Dll1/Notch4/Srf/Gata3/Lama5/Celsr1/Stard13/Ctsz/Wt1/Nup50/Sdc4/Etv4/Ift52/Med1/Stk4/Pfn1/Kif3a/Wnt9b/Tbx3/Lhx1/Sfrp5/Ahr/Esr1/Psen1/Apaf1/Ahi1/Igf1/Lgr5/Cobl/Rock2/Gna13/Ccl11/Hnf1b/Dvl2/Ntn1/Kat2a/Ccdc103/Mthfd1/Hif1a/Asb2/Ryr2/Gli3/Tfap2a/Edn1/Ptch1/Cdk20",98
"GO:0008544","BP","GO:0008544","epidermis development","75/3047","261/15222",0.000426539406669876,0.000426539406669876,0.0221489381084689,"Ngfr/Lhx2/Acvr1b/Sox9/Sec24b/Tmem79/Nom1/Akt1/Smo/Rac1/Foxn1/Ppard/Shh/Jag2/Nab1/Klf4/Edar/Sult2b1/Keap1/Psap/Plod3/Map2k1/Igf1r/Insr/Gata6/Apc/Trpv1/Epha2/Cyp27b1/Ctnnb1/Fzd3/Kcnq1/Bcr/Aldh3a2/Psen2/Fuz/Cdh23/Tsg101/Dll1/Lama5/Macroh2a1/Celsr1/Srsf6/Krt27/Etv4/Med1/Stk4/Kif3a/Plod1/Krt10/Hdac2/Hey2/Psen1/Macroh2a2/Egfr/Lgr5/Madcam1/Wdpcp/Rock2/Grhl1/Tmem132e/Nf1/Slc9a3r1/Pafah1b1/Alox8/Sgpp1/Sav1/Prkch/Zfp36l1/Sfrp4/Tfap2a/Ptch1/Ctsl/Nsun2/Ap3b1",75
"GO:2000027","BP","GO:2000027","regulation of animal organ morphogenesis","39/3047","117/15222",0.000478775568699207,0.000478775568699207,0.0246671787656294,"Ngfr/Cdh1/Sox9/Sec24b/Pax9/Smo/Rac1/Tgfb1/Shh/Dvl3/Pax2/Phb2/Fgfr4/Apc/Ctnnb1/Fzd3/Bmp7/Tbx1/Met/Wnt3a/Wnt2/Etv5/Csf1/Gata3/Wnt11/Celsr1/Wt1/Cd34/Sulf1/Wnt9b/Lhx1/Sfrp5/Ahi1/Ntn4/Frs2/Dvl2/Numb/Edn1/Ror2",39
